fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,alcohol_sulphate_interaction
0.362831858,0.390410959,0.31,0.143835616,0.123539232,0.309859155,0.265017668,0.743759178,0.582677165,0.245508982,0.492307692,6,0.12086596
0.168141593,0.184931507,0.23,0.506849315,0.065108514,0.38028169,0.300353357,0.376651982,0.551181102,0.131736527,0.569230769,6,0.074988485
0.539823009,0.157534247,0.53,0.116438356,0.096828047,0.056338028,0.035335689,0.52349486,0.322834646,0.191616766,0.4,8,0.076646706
0.283185841,0.273972603,0.25,0.068493151,0.115191987,0.183098592,0.113074205,0.611600587,0.543307087,0.191616766,0.092307692,6,0.017687701
0.230088496,0.150684932,0.32,0.109589041,0.130217028,0.591549296,0.378091873,0.479441997,0.456692913,0.275449102,0.415384615,5,0.114417319
0.539823009,0.157534247,0.53,0.116438356,0.096828047,0.056338028,0.035335689,0.52349486,0.322834646,0.191616766,0.4,8,0.076646706
0.362831858,0.390410959,0.31,0.143835616,0.123539232,0.309859155,0.265017668,0.743759178,0.582677165,0.245508982,0.492307692,6,0.12086596
0.283185841,0.273972603,0.25,0.068493151,0.115191987,0.183098592,0.113074205,0.611600587,0.543307087,0.191616766,0.092307692,6,0.017687701
0.513274336,0.219178082,0.73,0.386986301,0.103505843,0.521126761,0.247349823,0.655653451,0.338582677,0.311377246,0.553846154,7,0.17245509
0.513274336,0.219178082,0.73,0.386986301,0.103505843,0.521126761,0.247349823,0.655653451,0.338582677,0.311377246,0.553846154,7,0.17245509
0.522123894,0.095890411,0.47,0.068493151,0.110183639,0.070422535,0.06360424,0.552863436,0.346456693,0.425149701,0.384615385,7,0.163519116
0.522123894,0.082191781,0.42,0.061643836,0.10851419,0.070422535,0.056537102,0.552863436,0.37007874,0.431137725,0.369230769,7,0.159189314
0.495575221,0.253424658,0.63,0.136986301,0.100166945,0.126760563,0.070671378,0.494126285,0.330708661,0.269461078,0.630769231,7,0.169967757
0.513274336,0.082191781,0.46,0.061643836,0.105175292,0.070422535,0.053003534,0.552863436,0.401574803,0.413173653,0.369230769,7,0.152556426
0.584070796,0.376712329,0.55,0.095890411,0.120200334,0.070422535,0.024734982,0.72907489,0.338582677,0.22754491,0.169230769,6,0.0385076
0.477876106,0.321917808,0.31,0.089041096,0.130217028,0.352112676,0.197879859,0.685022026,0.346456693,0.179640719,0.276923077,6,0.049746661
0.769911504,0.116438356,0.75,0.130136986,0.120200334,0.309859155,0.130742049,0.626284875,0.236220472,0.209580838,0.461538462,7,0.096729618
0.690265487,0.205479452,0.49,0.253424658,0.101836394,0.253521127,0.130742049,0.567547724,0.220472441,0.167664671,0.169230769,5,0.028374021
0.477876106,0.321917808,0.31,0.089041096,0.130217028,0.352112676,0.197879859,0.685022026,0.346456693,0.179640719,0.276923077,6,0.049746661
0.539823009,0.191780822,0.48,0.082191781,0.188647746,0.197183099,0.151943463,0.582232012,0.228346457,0.28742515,0.2,6,0.05748503
0.522123894,0.267123288,0.64,0.102739726,0.158597663,0.070422535,0.03180212,0.530837004,0.275590551,0.19760479,0.523076923,7,0.103362506
0.522123894,0.267123288,0.64,0.102739726,0.158597663,0.070422535,0.03180212,0.530837004,0.275590551,0.19760479,0.523076923,7,0.103362506
0.345132743,0.366438356,0.49,0.356164384,0.183639399,0.464788732,0.512367491,0.802496329,0.448818898,0.48502994,0.138461538,5,0.067157991
0.699115044,0.328767123,0.49,0.232876712,0.146911519,0.056338028,0.028268551,0.802496329,0.401574803,0.245508982,0.538461538,6,0.132197144
0.513274336,0.335616438,0.49,0.082191781,0.313856427,0.056338028,0.035335689,0.685022026,0.330708661,0.179640719,0,3,0
0.557522124,0.061643836,0.49,0.130136986,0.12687813,0.14084507,0.091872792,0.52349486,0.377952756,0.209580838,0.507692308,6,0.106402579
0.238938053,0.167808219,0.49,0.109589041,0.12687813,0.535211268,0.35335689,0.479441997,0.488188976,0.269461078,0.4,5,0.107784431
0.460176991,0.089041096,0.49,0.123287671,0.12687813,0.197183099,0.09540636,0.5969163,0.535433071,0.341317365,0.246153846,6,0.084016582
0.265486726,0.198630137,0.49,0.075342466,0.12687813,0.211267606,0.130742049,0.582232012,0.582677165,0.185628743,0.107692308,5,0.019990788
0.318584071,0.184931507,0.49,0.095890411,0.14524207,0.647887324,0.448763251,0.574889868,0.503937008,0.395209581,0.215384615,5,0.085122063
0.415929204,0.191780822,0.49,0.109589041,0.121869783,0.521126761,0.480565371,0.567547724,0.377952756,0.131736527,0.153846154,5,0.020267158
0.407079646,0.212328767,0.49,0.102739726,0.123539232,0.309859155,0.38869258,0.552863436,0.385826772,0.185628743,0.169230769,5,0.031414095
0.513274336,0.356164384,0.24,0.130136986,0.155258765,0.394366197,0.166077739,0.714390602,0.393700787,0.203592814,0.230769231,5,0.046982957
0.238938053,0.167808219,0.49,0.109589041,0.12687813,0.535211268,0.35335689,0.479441997,0.488188976,0.269461078,0.4,5,0.107784431
0.212389381,0.178082192,0.49,0.109589041,0.141903172,0.450704225,0.279151943,0.450073421,0.511811024,0.263473054,0.461538462,6,0.121602948
0.318584071,0.205479452,0.49,0.116438356,0.120200334,0.436619718,0.173144876,0.640969163,0.472440945,0.251497006,0.046153846,6,0.011607554
0.469026549,0.349315068,0.24,0.102739726,0.10851419,0.070422535,0.09540636,0.538179148,0.275590551,0.143712575,0.153846154,5,0.022109627
0.398230088,0.068493151,0.24,0.082191781,0.110183639,0,0.077738516,0.655653451,0.527559055,0.323353293,0.292307692,6,0.094518655
0.646017699,0.178082192,0.49,0.123287671,0.143572621,0.154929577,0.127208481,0.758443465,0.330708661,0.167664671,0.292307692,5,0.049009673
0.646017699,0.178082192,0.49,0.123287671,0.143572621,0.154929577,0.127208481,0.758443465,0.330708661,0.167664671,0.292307692,5,0.049009673
0.504424779,0.102739726,0.24,0.082191781,0.100166945,0.197183099,0.09540636,0.406020558,0.377952756,0.19760479,0.676923077,6,0.133763242
0.477876106,0.246575342,0.24,0.123287671,0.150250417,0.169014085,0.091872792,0.72907489,0.42519685,0.137724551,0.246153846,6,0.033901428
0.398230088,0.068493151,0.24,0.082191781,0.110183639,0,0.077738516,0.655653451,0.527559055,0.323353293,0.292307692,6,0.094518655
0.469026549,0.349315068,0.24,0.102739726,0.10851419,0.070422535,0.09540636,0.538179148,0.275590551,0.143712575,0.153846154,5,0.022109627
0.309734513,0.482876712,0.24,0.082191781,0.120200334,0.056338028,0.024734982,0.52349486,0.496062992,0.263473054,0.353846154,6,0.093228927
0.734513274,0.157534247,0.49,0.335616438,0.09015025,0.056338028,0.102473498,0.831864905,0.362204724,0.19760479,0.553846154,7,0.109442653
0.584070796,0.260273973,0.74,0.29109589,0.146911519,0.056338028,0.038869258,0.699706314,0.377952756,0.173652695,0.430769231,5,0.074804238
0.407079646,0.321917808,0.24,0.164383562,0.148580968,0.267605634,0.144876325,0.640969163,0.409448819,0.203592814,0.184615385,5,0.037586366
0.433628319,0.232876712,0.49,0.369863014,0.086811352,0.056338028,0.038869258,0.640969163,0.37007874,0.239520958,0.4,6,0.095808383
0.415929204,0.407534247,0.24,0.082191781,0.096828047,0.056338028,0.049469965,0.479441997,0.299212598,0.155688623,0.230769231,5,0.035928144
0.584070796,0.369863014,0.24,0.109589041,0.121869783,0.211267606,0.166077739,0.677679883,0.251968504,0.233532934,0.4,6,0.093413174
0.85840708,0.130136986,0.74,0.061643836,0.105175292,0.070422535,0.03180212,0.787812041,0.094488189,0.275449102,0,6,0
0.398230088,0.239726027,0.49,0.116438356,0.136894825,0.521126761,0.35335689,0.5969163,0.267716535,0.155688623,0.107692308,5,0.016766467
0.256637168,0.294520548,0.24,0.075342466,0.110183639,0.126760563,0.077738516,0.604258443,0.559055118,0.269461078,0.169230769,6,0.045601105
0.530973451,0.130136986,0.49,0.109589041,0.091819699,0.070422535,0.053003534,0.633627019,0.409448819,0.317365269,0.353846154,6,0.11229848
0.690265487,0.157534247,0.49,0.116438356,0.111853088,0.366197183,0.222614841,0.685022026,0.299212598,0.251497006,0.307692308,6,0.077383694
0.389380531,0.280821918,0.49,0.068493151,0.265442404,0.070422535,0.067137809,0.545521292,0.417322835,0.167664671,0.153846154,6,0.025794565
0.194690265,0.267123288,0.01,0.082191781,0.103505843,0.112676056,0.067137809,0.420704846,0.464566929,0.137724551,0.169230769,6,0.023307232
0.424778761,0.212328767,0.24,0.130136986,0.133555927,0.183098592,0.137809187,0.582232012,0.354330709,0.239520958,0.246153846,6,0.058959005
0.433628319,0.232876712,0.24,0.123287671,0.133555927,0.183098592,0.134275618,0.582232012,0.299212598,0.245508982,0.246153846,6,0.06043298
0.03539823,0.630136986,0.24,0.047945205,0.063439065,0.436619718,0.318021201,0.244493392,0.787401575,0.173652695,0.476923077,5,0.082818978
0.96460177,0.359589041,0.49,0.226027397,0.138564274,0.126760563,0.060070671,0.960352423,0.141732283,0.245508982,0.415384615,5,0.101980654
0.96460177,0.359589041,0.49,0.226027397,0.138564274,0.126760563,0.060070671,0.960352423,0.141732283,0.245508982,0.415384615,5,0.101980654
0.557522124,0.280821918,0.49,0.253424658,0.176961603,0.126760563,0.038869258,0.743759178,0.25984252,0.137724551,0.507692308,6,0.069921695
0.973451327,0.359589041,0.49,0.226027397,0.138564274,0.126760563,0.060070671,0.960352423,0.141732283,0.245508982,0.415384615,5,0.101980654
0.557522124,0.280821918,0.49,0.253424658,0.176961603,0.126760563,0.038869258,0.743759178,0.25984252,0.137724551,0.507692308,6,0.069921695
0.743362832,0.239726027,0.49,0.232876712,0.121869783,0.070422535,0.144876325,0.883259912,0.440944882,0.209580838,0.661538462,6,0.138645785
0.716814159,0.328767123,0.49,0.130136986,0.105175292,0.056338028,0.045936396,0.685022026,0.31496063,0.143712575,0.461538462,5,0.066328881
0.389380531,0.219178082,0.49,0.102739726,0.110183639,0.352112676,0.406360424,0.567547724,0.385826772,0.149700599,0.123076923,5,0.018424689
0.389380531,0.287671233,0.49,0.136986301,0.136894825,0.563380282,0.367491166,0.5969163,0.267716535,0.167664671,0.123076923,5,0.020635652
0.265486726,0.116438356,0.49,0.123287671,0.133555927,0.338028169,0.190812721,0.516152717,0.448818898,0.167664671,0.261538462,6,0.04385076
0.743362832,0.239726027,0.49,0.232876712,0.121869783,0.070422535,0.144876325,0.883259912,0.440944882,0.209580838,0.661538462,6,0.138645785
0.716814159,0.328767123,0.49,0.130136986,0.105175292,0.056338028,0.045936396,0.685022026,0.31496063,0.143712575,0.461538462,5,0.066328881
0.362831858,0.397260274,0.24,0.109589041,0.357262104,0.056338028,0.03180212,0.662995595,0.456692913,0.161676647,0.092307692,6,0.014923998
0.362831858,0.397260274,0.24,0.109589041,0.357262104,0.056338028,0.03180212,0.662995595,0.456692913,0.161676647,0.092307692,6,0.014923998
0.460176991,0.260273973,0.49,0.116438356,0.397328881,0.056338028,0.049469965,0.655653451,0.448818898,0.275449102,0.353846154,6,0.097466605
0.14159292,0.164383562,0.24,0.089041096,0.138564274,0.253521127,0.127208481,0.332599119,0.653543307,0.143712575,0.507692308,6,0.072961769
0.610619469,0.157534247,0.49,0.164383562,0.096828047,0.126760563,0.109540636,0.751101322,0.456692913,0.347305389,0.4,6,0.138922156
0.14159292,0.164383562,0.24,0.089041096,0.138564274,0.253521127,0.127208481,0.332599119,0.653543307,0.143712575,0.507692308,6,0.072961769
0.495575221,0.082191781,0.49,0.102739726,0.105175292,0.126760563,0.077738516,0.567547724,0.31496063,0.167664671,0.307692308,5,0.05158913
0.522123894,0.321917808,0.49,0.082191781,0.096828047,0.183098592,0.144876325,0.662995595,0.440944882,0.137724551,0.184615385,4,0.025426071
0.530973451,0.150684932,0.49,0.157534247,0.110183639,0.267605634,0.254416961,0.670337739,0.354330709,0.221556886,0.246153846,6,0.05453708
0.681415929,0.102739726,0.49,0.150684932,0.111853088,0.38028169,0.141342756,0.677679883,0.362204724,0.281437126,0.276923077,6,0.077936435
0.469026549,0.260273973,0.24,0.095890411,0.151919866,0.070422535,0.028268551,0.567547724,0.472440945,0.113772455,0.246153846,4,0.028005527
0.371681416,0.219178082,0.49,0.130136986,0.118530885,0.23943662,0.371024735,0.5969163,0.440944882,0.161676647,0.169230769,5,0.027360663
0.371681416,0.239726027,0.49,0.136986301,0.121869783,0.225352113,0.367491166,0.5969163,0.433070866,0.161676647,0.215384615,5,0.034822662
0.530973451,0.130136986,0.49,0.089041096,0.085141903,0.23943662,0.120141343,0.552863436,0.31496063,0.107784431,0.215384615,6,0.023215108
0.681415929,0.260273973,0.49,0.089041096,0.128547579,0.056338028,0.028268551,0.743759178,0.354330709,0.065868263,0.184615385,5,0.012160295
0.681415929,0.260273973,0.49,0.089041096,0.128547579,0.056338028,0.028268551,0.743759178,0.354330709,0.065868263,0.184615385,5,0.012160295
0.628318584,0.253424658,0.49,0.089041096,0.118530885,0.056338028,0.03180212,0.72907489,0.354330709,0.05988024,0.123076923,5,0.007369876
0.654867257,0.109589041,0.49,0.068493151,0.103505843,0.126760563,0.053003534,0.552863436,0.188976378,0.19760479,0.230769231,7,0.045601105
0.637168142,0.143835616,0.49,0.171232877,0.135225376,0.746478873,0.261484099,0.743759178,0.440944882,0.25748503,0.353846154,7,0.091110088
0.265486726,0.267123288,0.24,0.102739726,0.131886477,0.098591549,0.113074205,0.582232012,0.57480315,0.19760479,0.184615385,6,0.036480884
0.575221239,0.130136986,0.49,0.123287671,0.136894825,0.211267606,0.144876325,0.626284875,0.299212598,0.413173653,0.338461538,7,0.13984339
0.238938053,0.417808219,0.24,0.068493151,0.160267112,0.23943662,0.339222615,0.486784141,0.409448819,0.155688623,0.138461538,5,0.021556886
0.03539823,0.205479452,0.24,0.075342466,0.080133556,0.253521127,0.155477032,0.119676946,0.771653543,0.245508982,0.861538462,8,0.211515431
0.495575221,0.116438356,0.49,0.116438356,0.078464107,0.056338028,0.024734982,0.552863436,0.244094488,0.245508982,0.323076923,7,0.079318286
0.389380531,0.226027397,0.49,0.116438356,0.120200334,0.281690141,0.243816254,0.633627019,0.480314961,0.143712575,0.2,5,0.028742515
0.17699115,0.184931507,0.49,0.054794521,0.096828047,0.309859155,0.505300353,0.156387665,0.299212598,0.101796407,0.476923077,6,0.048549056
0.389380531,0.226027397,0.49,0.116438356,0.120200334,0.281690141,0.243816254,0.633627019,0.480314961,0.143712575,0.2,5,0.028742515
0.469026549,0.253424658,0.58,0.178082192,0.136894825,0.112676056,0.130742049,0.758443465,0.433070866,0.149700599,0.092307692,5,0.013818517
0.292035398,0.410958904,0.17,0.116438356,0.140233723,0.267605634,0.113074205,0.567547724,0.519685039,0.119760479,0.169230769,5,0.020267158
0.380530973,0.325342466,0.41,0.479452055,0.123539232,0.408450704,0.363957597,0.714390602,0.417322835,0.143712575,0.138461538,5,0.019898664
0.690265487,0.191780822,0.51,0.075342466,0.078464107,0.070422535,0.06360424,0.685022026,0.236220472,0.161676647,0.138461538,6,0.022385997
0.646017699,0.315068493,0.58,0.068493151,0.098497496,0.056338028,0.042402827,0.582232012,0.275590551,0.179640719,0.246153846,6,0.044219254
0.345132743,0.318493151,0.18,0.082191781,0.110183639,0.056338028,0.084805654,0.486784141,0.362204724,0.089820359,0.215384615,6,0.019345923
0.716814159,0.321917808,0.45,0.095890411,0.116861436,0.14084507,0.056537102,0.72907489,0.204724409,0.221556886,0.138461538,6,0.030677107
0.318584071,0.544520548,0.27,0.082191781,0.12687813,0.084507042,0.060070671,0.450073421,0.409448819,0.083832335,0.246153846,4,0.020635652
0.761061947,0.232876712,0.52,0.089041096,0.098497496,0.154929577,0.102473498,0.773127753,0.283464567,0.137724551,0.092307692,6,0.012713035
0.274336283,0.489726027,0,0.116438356,0.115191987,0.070422535,0.028268551,0.545521292,0.440944882,0.113772455,0.138461538,5,0.015753109
0.761061947,0.232876712,0.52,0.089041096,0.098497496,0.154929577,0.102473498,0.773127753,0.283464567,0.137724551,0.092307692,6,0.012713035
0.327433628,0.315068493,0.13,0.136986301,0.140233723,0.183098592,0.201413428,0.611600587,0.338582677,0.173652695,0.107692308,6,0.01870106
0.327433628,0.328767123,0.13,0.116438356,0.121869783,0.070422535,0.06360424,0.611600587,0.448818898,0.155688623,0.123076923,6,0.019161677
0.424778761,0.198630137,0.48,0.253424658,0.100166945,0.126760563,0.049469965,0.530837004,0.472440945,0.275449102,0.584615385,7,0.161031783
0.371681416,0.246575342,0.41,0.164383562,0.133555927,0.352112676,0.16254417,0.5969163,0.448818898,0.119760479,0.323076923,6,0.038691847
0.486725664,0.363013699,0.37,0.287671233,0.16360601,0.14084507,0.208480565,0.919970631,0.456692913,0.185628743,0.307692308,6,0.057116536
0.150442478,0.164383562,0.19,0.157534247,0.105175292,0.197183099,0.116607774,0.406020558,0.645669291,0.113772455,0.661538462,6,0.075264855
0.371681416,0.082191781,0.54,0.109589041,0.118530885,0.338028169,0.180212014,0.604258443,0.511811024,0.125748503,0.123076923,5,0.015476739
0.761061947,0.178082192,0.55,0.123287671,0.115191987,0.056338028,0.035335689,0.773127753,0.188976378,0.125748503,0.153846154,5,0.019345924
0.256637168,0.356164384,0,0.102739726,0.10851419,0.23943662,0.081272085,0.472099853,0.456692913,0.161676647,0.246153846,6,0.039797328
0.318584071,0.184931507,0.38,0.04109589,0.076794658,0.126760563,0.081272085,0.450073421,0.409448819,0.245508982,0.215384615,5,0.052878858
0.407079646,0.434931507,0.18,0.089041096,0.227045075,0.126760563,0.342756184,0.501468429,0.102362205,0.616766467,0.276923077,6,0.170796868
0.442477876,0.328767123,0.5,0.095890411,0.111853088,0.38028169,0.229681979,0.707048458,0.598425197,0.143712575,0.2,5,0.028742515
0.442477876,0.328767123,0.5,0.095890411,0.111853088,0.38028169,0.229681979,0.707048458,0.598425197,0.143712575,0.2,5,0.028742515
0.610619469,0.130136986,0.51,0.089041096,0.111853088,0.183098592,0.077738516,0.5969163,0.228346457,0.359281437,0.215384615,6,0.077383694
0.601769912,0.232876712,0.5,0.123287671,0.183639399,0.042253521,0.038869258,0.773127753,0.307086614,0.221556886,0.276923077,5,0.061354215
0.592920354,0.171232877,0.41,0.095890411,0.12687813,0.070422535,0.035335689,0.640969163,0.275590551,0.281437126,0.138461538,5,0.038968217
0.327433628,0.287671233,0.24,0.171232877,0.106844741,0.211267606,0.374558304,0.552863436,0.417322835,0.167664671,0.153846154,5,0.025794565
0.318584071,0.301369863,0.23,0.171232877,0.110183639,0.183098592,0.346289753,0.552863436,0.42519685,0.173652695,0.153846154,5,0.026715799
0.477876106,0.315068493,0.22,0.068493151,0.113522538,0.112676056,0.091872792,0.538179148,0.307086614,0.131736527,0.169230769,5,0.022293874
0.292035398,0.267123288,0.25,0.136986301,0.10851419,0.281690141,0.137809187,0.538179148,0.590551181,0.377245509,0.569230769,6,0.214739751
0.194690265,0.390410959,0,0.321917808,0.186978297,0.281690141,0.183745583,0.707048458,0.566929134,0.233532934,0.276923077,5,0.064670659
0.194690265,0.390410959,0,0.321917808,0.186978297,0.281690141,0.183745583,0.707048458,0.566929134,0.233532934,0.276923077,5,0.064670659
0.371681416,0.328767123,0.29,0.089041096,0.143572621,0.056338028,0.03180212,0.640969163,0.488188976,0.095808383,0.107692308,5,0.010317826
0.371681416,0.328767123,0.29,0.089041096,0.143572621,0.056338028,0.03180212,0.640969163,0.488188976,0.095808383,0.107692308,5,0.010317826
0.362831858,0.287671233,0.26,0.109589041,0.141903172,0.084507042,0.088339223,0.552863436,0.417322835,0.161676647,0.138461538,6,0.022385997
0.265486726,0.386986301,0.23,0.095890411,0.165275459,0.267605634,0.275618375,0.464757709,0.37007874,0.167664671,0.138461538,5,0.023215108
0.362831858,0.287671233,0.26,0.109589041,0.141903172,0.084507042,0.088339223,0.552863436,0.417322835,0.161676647,0.138461538,6,0.022385997
0.513274336,0.109589041,0.54,0.123287671,0.155258765,0.056338028,0.045936396,0.640969163,0.401574803,0.179640719,0.169230769,5,0.030400737
0.265486726,0.198630137,0.14,0.143835616,0.125208681,0.281690141,0.130742049,0.464757709,0.456692913,0.143712575,0.323076923,6,0.046430217
0.486725664,0.558219178,0.22,0.171232877,0.155258765,0.14084507,0.282685512,0.802496329,0.543307087,0.185628743,0.446153846,4,0.082818978
0.292035398,0.157534247,0.21,0.068493151,0.101836394,0.633802817,0.339222615,0.464757709,0.417322835,0.149700599,0.169230769,5,0.025333947
0.362831858,0.493150685,0,0.034246575,0.088480801,0.323943662,0.09540636,0.39133627,0.417322835,0.131736527,0.2,5,0.026347305
0.442477876,0.520547945,0.28,0.102739726,0.123539232,0.408450704,0.498233216,0.574889868,0.393700787,0.119760479,0.153846154,5,0.018424689
0.433628319,0.523972603,0.27,0.095890411,0.120200334,0.422535211,0.491166078,0.567547724,0.393700787,0.119760479,0.153846154,5,0.018424689
0.274336283,0.544520548,0.12,0.089041096,0.21869783,0.084507042,0.060070671,0.464757709,0.480314961,0.191616766,0.276923077,7,0.053063104
0.380530973,0.116438356,0.35,0.068493151,0.091819699,0.338028169,0.180212014,0.508810573,0.346456693,0.616766467,0.292307692,6,0.180285582
0.469026549,0.287671233,0.45,0.095890411,0.098497496,0.211267606,0.120141343,0.662995595,0.511811024,0.173652695,0.153846154,5,0.026715799
0.433628319,0.321917808,0.44,0.095890411,0.098497496,0.281690141,0.219081272,0.670337739,0.566929134,0.179640719,0.169230769,5,0.030400737
0.469026549,0.287671233,0.45,0.095890411,0.098497496,0.211267606,0.120141343,0.662995595,0.511811024,0.173652695,0.153846154,5,0.026715799
0.433628319,0.321917808,0.44,0.095890411,0.098497496,0.281690141,0.219081272,0.670337739,0.566929134,0.179640719,0.169230769,5,0.030400737
0.469026549,0.287671233,0.45,0.095890411,0.098497496,0.211267606,0.120141343,0.662995595,0.511811024,0.173652695,0.153846154,5,0.026715799
0.283185841,0.356164384,0.1,0.349315068,0.171953255,0.056338028,0.017667845,0.611600587,0.496062992,0.215568862,0.261538462,7,0.056379549
0.238938053,0.376712329,0.05,0.184931507,0.158597663,0.070422535,0.049469965,0.52349486,0.519685039,0.179640719,0.261538462,5,0.046982957
0.327433628,0.496575342,0.01,0.089041096,0.096828047,0.056338028,0.028268551,0.486784141,0.456692913,0.149700599,0.4,4,0.05988024
0.362831858,0.246575342,0.3,0.130136986,0.09015025,0.126760563,0.077738516,0.464757709,0.464566929,0.203592814,0.430769231,7,0.08770152
0.185840708,0.205479452,0.27,0.52739726,0.093489149,0.323943662,0.501766784,0.347283407,0.330708661,0.143712575,0.446153846,6,0.064117918
0.539823009,0.212328767,0.39,0.089041096,0.156928214,0.098591549,0.091872792,0.626284875,0.118110236,0.101796407,0.184615385,5,0.018793183
0.460176991,0.520547945,0.25,0.109589041,0.153589316,0.478873239,0.526501767,0.802496329,0.527559055,0.203592814,0.430769231,5,0.08770152
1,0.164383562,0.65,0.452054795,0.140233723,0.295774648,0.229681979,0.552863436,0.188976378,0.305389222,1,5,0.305389222
0.424778761,0.143835616,0.59,0.130136986,0.111853088,0.112676056,0.084805654,0.552863436,0.299212598,0.125748503,0.553846154,6,0.069645325
0.353982301,0.239726027,0.47,0.102739726,0.103505843,0.084507042,0.081272085,0.574889868,0.267716535,0.077844311,0.169230769,5,0.013173653
0.451327434,0.294520548,0.17,0.136986301,0.125208681,0.267605634,0.166077739,0.758443465,0.31496063,0.167664671,0.153846154,5,0.025794565
0.539823009,0.212328767,0.39,0.089041096,0.156928214,0.098591549,0.091872792,0.626284875,0.118110236,0.101796407,0.184615385,5,0.018793183
0.654867257,0.260273973,0.59,0.034246575,0.101836394,0.309859155,0.127208481,0.582232012,0.141732283,0.209580838,0.323076923,7,0.067710732
0.230088496,0.273972603,0.07,0.034246575,0.103505843,0.056338028,0.049469965,0.530837004,0.456692913,0.28742515,0.184615385,6,0.053063105
0.221238938,0.493150685,0.02,0.239726027,0.140233723,0.056338028,0.024734982,0.508810573,0.527559055,0.143712575,0.4,4,0.05748503
0.230088496,0.273972603,0.07,0.034246575,0.103505843,0.056338028,0.049469965,0.530837004,0.456692913,0.28742515,0.184615385,6,0.053063105
0.256637168,0.205479452,0.31,0.047945205,0.113522538,0.197183099,0.127208481,0.567547724,0.448818898,0.185628743,0.092307692,5,0.017134961
0.230088496,0.308219178,0.06,0.047945205,0.106844741,0.112676056,0.074204947,0.52349486,0.488188976,0.221556886,0.184615385,6,0.04090281
0.486725664,0.109589041,0.46,0.061643836,0.063439065,0.056338028,0.024734982,0.538179148,0.236220472,0.275449102,0.276923077,6,0.076278213
0.663716814,0.191780822,0.52,0.075342466,0.133555927,0.197183099,0.169611307,0.72907489,0.228346457,0.19760479,0.276923077,5,0.054721326
0.424778761,0.321917808,0.14,0.075342466,0.120200334,0.338028169,0.148409894,0.589574156,0.31496063,0.137724551,0.2,5,0.02754491
0.327433628,0.253424658,0.36,0.061643836,0.350584307,0.070422535,0.035335689,0.582232012,0.346456693,0.161676647,0.169230769,6,0.027360663
0.592920354,0.150684932,0.45,0.075342466,0.116861436,0.070422535,0.03180212,0.640969163,0.157480315,0.19760479,0.123076923,6,0.02432059
0.477876106,0.417808219,0.43,0.095890411,0.078464107,0.197183099,0.088339223,0.479441997,0.322834646,0.143712575,0.4,5,0.05748503
0.592920354,0.150684932,0.45,0.075342466,0.116861436,0.070422535,0.03180212,0.640969163,0.157480315,0.19760479,0.123076923,6,0.02432059
0.203539823,0.191780822,0.24,0.109589041,0.118530885,0.408450704,0.137809187,0.42804699,0.409448819,0.149700599,0.246153846,5,0.036849378
0.318584071,0.417808219,0.21,0.054794521,0.103505843,0.056338028,0.024734982,0.494126285,0.362204724,0.113772455,0.169230769,5,0.0192538
0.460176991,0.767123288,0.34,0.075342466,0.111853088,0.436619718,0.512367491,0.582232012,0.322834646,0.119760479,0.169230769,5,0.020267158
0.318584071,0.417808219,0.21,0.054794521,0.103505843,0.056338028,0.024734982,0.494126285,0.362204724,0.113772455,0.169230769,5,0.0192538
0.548672566,0.191780822,0.41,0.089041096,0.120200334,0.084507042,0.038869258,0.611600587,0.267716535,0.203592814,0.138461538,6,0.028189774
0.415929204,0.198630137,0.39,0.089041096,0.086811352,0.154929577,0.088339223,0.611600587,0.409448819,0.191616766,0.276923077,5,0.053063104
0.548672566,0.191780822,0.41,0.089041096,0.120200334,0.084507042,0.038869258,0.611600587,0.267716535,0.203592814,0.138461538,6,0.028189774
0.353982301,0.465753425,0.11,0.095890411,0.120200334,0.154929577,0.088339223,0.574889868,0.519685039,0.089820359,0.230769231,5,0.020727775
0.327433628,0.452054795,0.1,0.116438356,0.115191987,0.61971831,0.286219081,0.604258443,0.582677165,0.119760479,0.246153846,5,0.029479503
0.548672566,0.095890411,0.45,0.164383562,0.080133556,0.267605634,0.151943463,0.52349486,0.307086614,0.125748503,0.184615385,5,0.023215108
0.769911504,0.212328767,0.58,0.068493151,0.096828047,0.197183099,0.120141343,0.758443465,0.251968504,0.095808383,0.092307692,5,0.008843851
0.300884956,0.226027397,0.23,0.089041096,0.136894825,0.211267606,0.081272085,0.450073421,0.37007874,0.095808383,0.276923077,6,0.026531552
0.345132743,0.232876712,0.31,0.092465753,0.110183639,0.436619718,0.183745583,0.582232012,0.464566929,0.125748503,0.215384615,5,0.027084293
0.309734513,0.452054795,0.23,0.116438356,0.078464107,0.056338028,0.03180212,0.508810573,0.496062992,0.137724551,0.446153846,5,0.061446338
0.460176991,0.589041096,0.32,0.095890411,0.110183639,0.478873239,0.51590106,0.582232012,0.401574803,0.089820359,0.153846154,5,0.013818517
0.309734513,0.452054795,0.23,0.116438356,0.078464107,0.056338028,0.03180212,0.508810573,0.496062992,0.137724551,0.446153846,5,0.061446338
0.221238938,0.363013699,0.18,0.061643836,0.096828047,0.169014085,0.120141343,0.508810573,0.551181102,0.161676647,0.107692308,5,0.017411331
